n_qubits,depth,circuit_seed,mode,num_threads,trials,mean_ms,std_ms,min_ms,final_rank,trace,purity,frobenius_vs_sequential,fidelity_vs_sequential,status
4,10,42,sequential,1,3,66.7849333333379,8.666500783415595,55.522499999995034,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,row,1,3,62.101533333323765,4.798527461854363,55.52099999999882,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,row,4,3,72.11653333333363,6.209164323980232,63.33580000000438,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,row,8,3,72.99309999998134,10.462067841817802,58.241599999973914,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,column,1,3,75.30253333330468,1.2618396790137107,73.59209999998484,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,column,4,3,70.34643333334618,6.6025682686592955,61.19350000000168,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,column,8,3,80.48266666664479,1.5508870028247395,78.36209999999255,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,batch,1,3,78.31840000001951,2.114833753893227,75.34430000004022,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,batch,4,3,61.33873333332455,11.66030527738194,51.304300000026615,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,batch,8,3,68.92473333332798,5.100664172004683,63.772400000004836,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,hybrid,1,3,63.45573333334187,7.302303612033815,53.71569999999792,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,hybrid,4,3,66.23039999999492,10.671092113140144,51.149299999963205,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,hybrid,8,3,72.40946666667014,4.299678895224398,67.69050000002608,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
4,10,42,layer-parallel,1,3,64.61973333333997,1.252004558904055,62.8662000000304,14,0.9999999999999999,0.9347920080271536,0.0,0.999999999999442,ok
