n_qubits,depth,circuit_seed,mode,num_threads,trials,mean_ms,std_ms,min_ms,final_rank,trace,purity,frobenius_vs_sequential,fidelity_vs_sequential,status
4,10,44,layer-parallel,8,3,79.88059999998616,1.9640841275656313,77.8302999999596,13,0.9999999999999998,0.9333120760300151,0.0,1.0,ok
5,10,42,sequential,1,3,122.14896666667603,1.6945652920424175,120.12389999995321,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,row,1,3,123.18459999998292,5.326557411650532,116.51679999999942,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,row,4,3,118.38970000000397,8.955782927630992,105.77599999999165,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,row,8,3,93.92123333327618,1.2859984456740836,92.83859999993638,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,column,1,3,111.72176666665716,3.301564978696474,108.24769999999262,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,column,4,3,123.63339999997909,1.3912417570710083,121.67560000000321,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,column,8,3,120.92856666663465,2.940769133304262,117.60739999999714,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,batch,1,3,120.20720000001954,2.3264855912783804,116.92320000008749,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,batch,4,3,93.68103333330662,1.7813196836629357,91.98500000002241,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,batch,8,3,129.24329999998463,3.7151500032119227,125.003500000048,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,hybrid,1,3,112.58923333328615,10.377170738781592,98.01549999997405,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,hybrid,4,3,130.90550000003986,6.249814529013522,122.68380000000434,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,hybrid,8,3,86.49613333341222,6.824759234989689,77.89710000008654,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,layer-parallel,1,3,112.18019999997371,13.07975284704739,93.88009999997848,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,layer-parallel,4,3,89.1841333333711,3.576420267403499,84.1801999999916,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,42,layer-parallel,8,3,115.245400000011,11.231788099852585,99.46400000001177,27,1.0000000000000007,0.9128686828340639,0.0,1.0,ok
5,10,43,sequential,1,3,81.120766666686,17.203515159100434,57.10859999999229,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,row,1,3,72.68306666666528,13.943470476037715,53.15259999997579,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,row,4,3,80.46620000000833,14.16693935265666,60.44809999991685,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,row,8,3,79.26786666666885,21.245222591506085,50.45580000000882,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,column,1,3,94.65643333336023,0.47065408627466593,94.26080000002912,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,column,4,3,72.49586666667558,9.719009303605286,58.809899999914705,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,column,8,3,54.805166666672754,2.918136981406957,50.904800000012074,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,batch,1,3,94.08963333332092,3.979117570832035,91.13039999999728,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,batch,4,3,86.2160333333198,5.662183270498371,80.0322000000051,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,batch,8,3,83.38143333332937,5.876257904685849,75.07199999997738,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,hybrid,1,3,79.26359999999022,5.121439220224326,74.21590000001288,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,hybrid,4,3,72.29283333329779,12.847489308590342,54.21060000003308,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,hybrid,8,3,92.5459333333644,3.660577918248465,87.56970000001729,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,layer-parallel,1,3,90.62996666671097,7.020302780457205,81.18530000001556,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,layer-parallel,4,3,75.87996666669976,13.121950074722212,59.45429999997032,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,43,layer-parallel,8,3,77.97900000002755,19.257282739977878,50.74799999999868,18,1.0,0.9208761089757405,0.0,0.9999999999996612,ok
5,10,44,sequential,1,3,564.3302666666538,7.218086580418141,554.5472999999674,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,row,1,3,574.1830333333459,2.563715503377413,571.0758999999825,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,row,4,3,594.9960666666811,5.358660346441926,587.44020000006,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,row,8,3,558.5792666666597,8.84112145466857,547.8798999999981,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,column,1,3,573.3096666666976,18.20604680323982,559.4341000000895,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,column,4,3,563.753633333325,9.467439351224998,550.7099999999809,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,column,8,3,558.6404333333045,12.161181774054644,544.2335000000185,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,batch,1,3,569.157333333313,6.972507667619981,559.3158000000358,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,batch,4,3,551.4082000000068,2.3649910458034227,548.0638999999883,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,batch,8,3,587.1666000000081,22.365027524819748,564.5468000000164,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,hybrid,1,3,569.392333333326,5.512491348707052,562.1081999998978,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,hybrid,4,3,571.6525000000274,8.366602383271918,563.6115000000927,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,hybrid,8,3,575.4107333333044,3.4038452513945003,572.8789999999435,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,layer-parallel,1,3,563.4925999999799,11.944455627888486,547.3246999999901,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,layer-parallel,4,3,579.0015666666477,6.9973491768205625,569.1180999999688,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
5,10,44,layer-parallel,8,3,595.9742333333224,12.57109933735703,581.654399999934,1,0.9999999999999998,0.9999999999999997,0.0,0.9999999999999998,ok
6,10,42,sequential,1,3,117.31113333329783,7.307282520133191,107.36539999993511,25,1.0000000000000002,0.9133793194910892,0.0,1.0,ok
6,10,42,row,1,3,108.5172999999789,10.720120420957768,95.10890000001382,25,1.0000000000000002,0.9133793194910892,0.0,1.0,ok
6,10,42,row,4,3,106.17859999994532,6.6750242201725465,98.70469999998477,25,1.0000000000000002,0.9133793194910892,0.0,1.0,ok
6,10,42,row,8,3,118.40690000000602,11.609997564455139,103.54780000000119,25,1.0000000000000002,0.9133793194910892,0.0,1.0,ok
