algo,epoch,lret_t0,lret_t1,comp_t0,comp_t1
qaoa,0,0.9962165464309521,0.9931160648120428,0.996216546430952,0.9931160648120428
qaoa,1,0.9962165464309521,0.9931160648120428,0.996216546430952,0.9931160648120428
qaoa,2,0.9962165464309521,0.9931160648120428,0.996216546430952,0.9931160648120428
qaoa,3,0.9962165464309521,0.9931160648120428,0.996216546430952,0.9931160648120428
qaoa,4,0.9962165464309521,0.9931160648120428,0.996216546430952,0.9931160648120428
qaoa,5,0.9962165464309521,0.9931160648120428,0.996216546430952,0.9931160648120428
qaoa,6,0.9962165464309521,0.9931160648120428,0.996216546430952,0.9931160648120428
qaoa,7,0.9962165464309521,0.9931160648120428,0.996216546430952,0.9931160648120428
qaoa,8,0.9962165464309521,0.9931160648120428,0.996216546430952,0.9931160648120428
qaoa,9,0.9962165464309521,0.9931160648120428,0.996216546430952,0.9931160648120428
