algo,epoch,lret_t0,lret_t1,comp_t0,comp_t1
qgan,0,0.9919355761308032,0.9959041679160735,0.9918856306505334,0.995881352002427
qgan,1,0.9919355761308032,0.9959041679160735,0.9918856306505334,0.995881352002427
qgan,2,0.9919355761308032,0.9959041679160735,0.9918856306505334,0.995881352002427
qgan,3,0.9919355761308032,0.9959041679160735,0.9918856306505334,0.995881352002427
qgan,4,0.9919355761308032,0.9959041679160735,0.9918856306505334,0.995881352002427
qgan,5,0.9919355761308032,0.9959041679160735,0.9918856306505334,0.995881352002427
qgan,6,0.9919355761308032,0.9959041679160735,0.9918856306505334,0.995881352002427
qgan,7,0.9919355761308032,0.9959041679160735,0.9918856306505334,0.995881352002427
qgan,8,0.9919355761308032,0.9959041679160735,0.9918856306505334,0.995881352002427
qgan,9,0.9919355761308032,0.9959041679160735,0.9918856306505334,0.995881352002427
