n_qubits,lret_backend,lret_memory_mb,lret_time_ms,lret_std_ms,lret_rank,lret_trace,lret_purity,fdm_memory_mb,fdm_theoretical_gb,fdm_time_ms,fdm_oom,system_ram_gb
4,numpy,0.69632,92.30740000202786,0.0,15.0,1.0,0.9147186309642038,0.3645439999999951,4.096e-06,54.026799989514984,False,68.348035072
6,numpy,3.9649279999999862,4875.165199991898,0.0,29.0,1.0000000000000002,0.8850885266713739,0.15974399999998923,6.5536e-05,117.63019999489188,False,68.348035072
8,cpp,63.18899200000001,1418.3833,0.0,45.0,1.0000000000000004,0.8427186529071395,1.069056000000046,0.001048576,801.3963999983389,False,68.348035072
10,cpp,3.3628159999999525,6468.4933,0.0,60.0,1.0000000000000002,0.8039194032717151,16.777216000000003,0.016777216,20838.300600007642,False,68.348035072
