algo,epoch,lret_t0,lret_t1,comp_t0,comp_t1
qft,0,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,1,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,2,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,3,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,4,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,5,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,6,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,7,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,8,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,9,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,10,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,11,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,12,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,13,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,14,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,15,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,16,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,17,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,18,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,19,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,20,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,21,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,22,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,23,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,24,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,25,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,26,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,27,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,28,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
qft,29,0.9847950210337727,0.9885502827723004,0.9847950210337726,0.9885502827723
