algo,epoch,lret_t0,lret_t1,comp_t0,comp_t1
qpe,0,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,1,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,2,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,3,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,4,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,5,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,6,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,7,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,8,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,9,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,10,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,11,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,12,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,13,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,14,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,15,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,16,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,17,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,18,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,19,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,20,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,21,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,22,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,23,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,24,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,25,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,26,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,27,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,28,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
qpe,29,0.998595282417298,0.997697180804748,0.9985952824172981,0.9976971808047483
