n_qubits,lret_mean_ms,lret_std_ms,cirq_mean_ms,cirq_std_ms,qiskit_mean_ms,qiskit_std_ms,speedup_cirq,speedup_qiskit,fidelity,final_rank,hilbert_dim
4,1.5512499958276749,0.2585500478744507,73.52735003223643,0.3422500449232757,12.0,0.6000000000000001,47.39877532957262,7.735697039339786,0.9999999999999873,1.0,256
6,2.3221499868668616,0.10094995377585292,106.62345006130636,0.48795004840940237,192.0,9.600000000000001,45.915832596656266,82.68199775461281,0.9999999999999811,1.0,4096
8,3.2963500125333667,0.05635002162307501,143.60754995141178,2.105750027112663,3072.0,153.60000000000002,43.565625435826846,931.9398693462939,0.9999999999999749,1.0,65536
