epoch,loss,time_seconds,elapsed_seconds,eta_seconds
1,1.118045,1564.58,1564.58,154893.75
2,1.033010,1578.42,3143.01,154007.26
3,1.009938,1612.65,4755.65,153766.11
4,0.996443,1644.04,6399.69,153592.66
5,0.993877,1616.18,8015.87,152301.54
6,0.993878,1622.93,9638.80,151007.87
7,0.994093,1596.15,11234.95,149264.33
8,0.994262,1591.99,12826.94,147509.85
9,0.994374,1588.56,14415.50,145756.73
10,0.994443,1627.97,16043.47,144391.27
11,0.994485,1645.54,17689.02,143120.23
12,0.994510,1616.85,19305.87,141576.37
13,0.994524,1599.97,20905.84,139908.29
14,0.994531,1603.78,22509.62,138273.37
15,0.994536,1616.70,24126.32,136715.79
16,0.994538,1649.13,25775.44,135321.08
17,0.994539,1636.57,27412.01,133835.11
18,0.994540,1651.25,29063.26,132399.29
19,0.994540,1604.28,30667.54,130740.56
20,0.994541,1596.86,32264.40,129057.58
21,0.994541,1611.76,33876.16,127438.88
22,0.994541,1641.58,35517.74,125926.52
23,0.994541,1641.04,37158.78,124401.13
24,0.994541,1641.50,38800.28,122867.55
25,0.994541,1561.53,40361.81,121085.42
26,0.994540,1567.29,41929.10,119336.67
27,0.994540,1591.48,43520.58,117666.75
28,0.994540,1581.23,45101.81,115976.08
29,0.994540,1603.10,46704.91,114346.51
30,0.994540,1583.62,48288.53,112673.23
31,0.994540,1570.03,49858.55,110975.49
32,0.994540,1578.41,51436.96,109303.54
33,0.994540,1588.43,53025.39,107657.61
34,0.994540,1584.36,54609.75,106007.16
35,0.994540,1583.07,56192.82,104358.09
36,0.994540,1575.30,57768.12,102698.88
37,0.994540,1581.14,59349.26,101054.14
38,0.994540,1580.95,60930.21,99412.45
39,0.994540,1589.42,62519.63,97787.11
40,0.994540,1581.34,64100.97,96151.46
41,0.994540,1571.87,65672.85,94504.83
42,0.994540,1565.96,67238.81,92853.60
43,0.994540,1588.56,68827.38,91236.29
44,0.994540,1577.81,70405.18,89606.60
45,0.994540,1628.16,72033.34,88040.75
46,0.994540,1609.05,73642.39,86449.76
47,0.994540,1618.48,75260.87,84868.64
48,0.994540,1622.99,76883.86,83290.85
49,0.994540,1606.00,78489.86,81693.53
50,0.994540,1599.41,80089.27,80089.27
51,0.994540,1623.82,81713.08,78508.65
52,0.994540,1613.22,83326.30,76916.59
53,0.994540,1642.76,84969.07,75349.93
54,0.994540,1618.60,86587.67,73759.86
55,0.994540,1609.28,88196.95,72161.14
56,0.994540,1602.16,89799.11,70556.44
57,0.994540,1594.34,91393.44,68945.93
58,0.994540,1646.50,93039.95,67373.76
59,0.994540,1648.48,94688.43,65800.43
60,0.994540,1616.77,96305.19,64203.46
61,0.994540,1565.64,97870.83,62573.16
62,0.994540,1570.49,99441.32,60947.91
63,0.994540,1576.17,101017.50,59327.74
64,0.994540,1578.93,102596.43,57710.49
65,0.994540,1580.25,104176.68,56095.13
66,0.994540,1586.50,105763.18,54484.06
67,0.994540,1583.82,107347.00,52872.41
68,0.994540,1583.54,108930.54,51261.43
69,0.994540,1579.07,110509.61,49649.25
70,0.994540,1584.46,112094.07,48040.32
71,0.994540,1576.79,113670.87,46428.95
72,0.994540,1574.09,115244.96,44817.48
73,0.994540,1593.26,116838.22,43214.13
74,0.994540,1587.94,118426.16,41609.19
75,0.994540,1583.78,120009.93,40003.31
76,0.994540,1586.46,121596.40,38398.86
77,0.994540,1586.94,123183.34,36795.02
78,0.994540,1585.79,124769.13,35191.29
79,0.994540,1579.06,126348.19,33586.23
80,0.994540,1586.94,127935.12,31983.78
81,0.994540,1593.60,129528.72,30383.28
82,0.994540,1627.28,131156.00,28790.34
83,0.994540,1636.21,132792.21,27198.41
84,0.994540,1621.60,134413.82,25602.63
85,0.994540,1587.33,136001.14,24000.20
86,0.994540,1586.13,137587.28,22397.93
87,0.994540,1590.51,139177.79,20796.68
88,0.994540,1579.73,140757.52,19194.21
89,0.994540,1581.26,142338.77,17592.43
90,0.994540,1581.63,143920.40,15991.16
91,0.994540,1578.83,145499.23,14390.03
92,0.994540,1584.13,147083.35,12789.86
93,0.994540,1583.45,148666.81,11189.97
94,0.994540,1587.50,150254.31,9590.70
95,0.994540,1587.41,151841.72,7991.67
96,0.994540,1589.76,153431.47,6392.98
97,0.994540,1586.82,155018.30,4794.38
98,0.994540,1582.90,156601.20,3195.94
99,0.994540,1579.34,158180.54,1597.78
100,0.994540,1574.87,159755.41,0.00
