timestamp,overall_cpu,process_cpu,process_status,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7
2026-01-19 03:36:41,23.9,78.1,running,30.0,21.1,46.8,17.0,50.0,22.3,29.8,24.2
2026-01-19 03:36:44,29.1,93.6,running,22.7,13.7,42.5,19.2,59.7,12.4,22.8,19.5
2026-01-19 03:36:48,23.9,96.9,running,20.0,14.7,31.4,16.8,63.4,17.9,25.2,15.6
2026-01-19 03:36:51,23.7,96.8,running,19.6,13.4,36.9,16.5,64.6,16.4,21.9,12.9
2026-01-19 03:36:55,24.7,96.0,running,12.4,11.6,41.8,16.0,57.6,10.7,12.9,6.7
2026-01-19 03:36:58,23.2,96.9,running,14.5,11.1,29.2,11.6,63.6,8.0,13.3,12.3
2026-01-19 03:37:02,16.6,96.8,running,6.2,9.3,39.2,9.8,66.2,13.8,13.3,8.0
2026-01-19 03:37:05,14.2,100.0,running,29.4,24.9,71.4,26.8,39.8,29.9,28.3,23.2
2026-01-19 03:37:09,16.8,100.0,running,10.4,1.3,90.2,3.6,12.4,4.0,3.1,4.4
2026-01-19 03:37:12,21.7,96.8,running,11.0,3.6,87.2,6.7,15.6,8.5,8.4,8.0
2026-01-19 03:37:16,13.8,99.9,running,6.2,3.1,91.6,2.7,9.3,3.6,7.6,4.0
2026-01-19 03:37:19,16.4,96.9,running,10.0,0.0,91.2,2.2,10.7,2.2,4.0,4.9
2026-01-19 03:37:23,16.5,81.2,running,7.1,3.1,57.1,3.6,44.2,6.2,4.0,2.2
2026-01-19 03:37:26,13.3,96.8,running,6.7,2.7,31.3,2.2,64.7,1.8,3.6,0.4
2026-01-19 03:37:30,16.5,87.4,running,17.0,9.9,51.8,8.5,53.1,5.8,9.8,8.4
2026-01-19 03:37:33,14.1,93.7,running,6.7,4.0,36.6,5.8,59.4,6.2,5.4,3.1
2026-01-19 03:37:37,14.6,99.9,running,4.0,3.1,35.0,4.5,63.6,2.2,8.0,3.6
2026-01-19 03:37:40,15.4,93.7,running,7.5,1.3,38.5,2.7,59.8,0.9,5.3,3.1
2026-01-19 03:37:44,16.1,90.6,running,10.2,8.5,65.6,10.3,33.5,9.8,12.4,10.2
2026-01-19 03:37:47,14.4,90.6,running,4.4,4.0,89.8,4.0,6.7,3.6,4.9,1.3
2026-01-19 03:37:51,17.1,96.8,running,8.8,7.6,85.4,5.8,14.6,5.4,15.6,5.4
2026-01-19 03:37:54,15.6,90.5,running,8.8,1.3,91.1,4.9,14.7,4.9,7.1,4.0
2026-01-19 03:37:58,22.7,93.7,running,11.4,5.3,83.6,5.4,16.4,4.4,11.1,3.6
2026-01-19 03:38:01,17.0,90.5,running,12.7,3.1,84.4,8.0,16.9,4.9,9.8,5.4
2026-01-19 03:38:05,15.6,84.3,running,7.0,2.7,90.7,5.8,14.2,10.7,9.8,5.4
2026-01-19 03:38:08,15.2,96.8,running,5.3,2.2,84.9,5.4,10.7,3.6,5.8,2.2
2026-01-19 03:38:12,15.1,87.4,running,9.2,2.7,90.7,3.1,13.2,8.0,4.5,7.6
2026-01-19 03:38:15,15.6,93.7,running,7.1,4.0,57.3,6.2,41.1,8.5,8.9,6.2
2026-01-19 03:38:19,13.2,96.8,running,6.2,3.1,45.8,2.2,48.9,3.1,7.6,2.2
2026-01-19 03:38:22,18.3,96.8,running,12.7,4.0,80.0,4.9,21.8,5.8,7.6,4.9
2026-01-19 03:38:26,16.0,96.8,running,6.2,1.3,88.0,3.1,13.3,6.7,8.4,4.9
2026-01-19 03:38:29,15.4,99.9,running,12.3,8.0,84.4,11.1,16.9,5.8,9.4,8.4
2026-01-19 03:38:33,17.4,93.7,running,11.3,3.1,80.4,3.6,15.9,4.9,5.3,7.1
2026-01-19 03:38:36,16.3,84.3,running,8.8,5.8,85.8,5.3,16.0,6.2,6.7,3.1
2026-01-19 03:38:40,15.3,93.7,running,5.3,2.2,86.2,4.9,11.1,2.2,5.8,3.6
2026-01-19 03:38:43,25.3,87.4,running,9.3,5.4,86.2,3.1,16.9,5.8,8.0,6.2
2026-01-19 03:38:47,16.0,96.8,running,8.4,4.0,88.0,4.9,13.3,7.6,7.5,4.9
2026-01-19 03:38:50,26.3,99.9,running,8.0,8.0,66.2,7.6,35.3,4.5,11.6,6.2
2026-01-19 03:38:54,17.9,90.6,running,5.3,1.8,42.2,4.5,56.9,2.7,6.7,2.7
2026-01-19 03:38:57,16.5,100.0,running,10.5,2.7,48.7,7.6,54.2,6.2,6.7,4.9
2026-01-19 03:39:01,14.4,99.9,running,1.3,2.2,36.7,3.6,59.7,5.3,7.1,2.2
2026-01-19 03:39:04,16.1,81.2,running,10.5,2.7,46.9,4.9,48.4,4.0,8.0,3.1
2026-01-19 03:39:08,16.8,93.7,running,9.3,2.2,67.9,10.3,30.4,7.1,11.1,4.0
2026-01-19 03:39:11,15.8,90.5,running,7.1,0.9,89.7,6.2,10.2,5.3,8.5,4.0
2026-01-19 03:39:15,20.3,87.5,running,8.8,2.7,87.9,6.7,10.2,5.3,8.5,3.6
2026-01-19 03:39:18,15.4,96.8,running,9.6,0.9,83.5,4.5,17.3,6.7,8.5,3.6
2026-01-19 03:39:22,14.5,99.9,running,4.5,0.9,89.3,3.1,6.7,2.7,4.5,1.3
2026-01-19 03:39:25,17.0,96.8,running,7.9,0.4,41.1,6.2,57.3,1.3,6.2,1.8
2026-01-19 03:39:29,21.5,96.8,running,11.4,3.6,49.8,8.4,53.1,9.0,6.2,5.3
2026-01-19 03:39:32,13.8,100.0,running,6.6,1.8,39.6,4.0,58.2,4.4,6.7,1.8
2026-01-19 03:39:36,20.7,96.8,running,10.4,1.8,37.7,3.6,64.5,6.7,6.2,4.9
2026-01-19 03:39:39,15.6,78.1,running,7.1,3.1,38.7,6.7,60.7,5.4,8.4,4.0
2026-01-19 03:39:43,18.3,78.1,running,7.9,4.4,40.2,4.5,56.6,4.5,8.0,4.0
2026-01-19 03:39:46,16.4,96.8,running,9.3,4.0,69.9,4.9,29.9,5.3,7.1,6.7
2026-01-19 03:39:50,22.7,93.7,running,8.9,4.5,85.8,5.3,17.3,11.2,8.5,4.9
2026-01-19 03:39:53,17.5,90.5,running,8.8,2.7,89.8,6.2,8.0,4.9,5.8,3.1
2026-01-19 03:39:57,17.2,96.8,running,6.6,1.8,92.0,3.1,8.9,1.3,2.7,3.1
2026-01-19 03:40:00,16.0,100.0,running,8.0,1.8,85.3,6.7,14.3,6.7,6.2,4.4
2026-01-19 03:40:04,19.3,90.6,running,6.2,2.2,89.3,4.5,11.6,6.7,6.2,2.2
2026-01-19 03:40:07,17.2,93.6,running,7.0,1.8,89.3,4.9,11.9,2.7,4.5,3.1
2026-01-19 03:40:11,20.4,93.7,running,12.4,8.5,89.4,11.2,19.0,12.4,19.5,13.4
2026-01-19 03:40:14,16.9,96.8,running,12.3,3.1,87.9,5.8,6.7,4.5,3.1,2.2
2026-01-19 03:40:18,17.0,84.3,running,11.8,3.6,82.7,2.7,11.1,4.0,7.1,4.0
2026-01-19 03:40:21,14.5,100.0,running,9.2,3.6,85.3,5.8,12.9,8.5,7.1,5.4
2026-01-19 03:40:25,18.0,87.5,running,17.3,6.7,84.4,8.4,16.5,7.6,10.7,8.4
2026-01-19 03:40:28,21.4,75.0,running,8.3,2.7,88.0,5.3,13.3,5.8,5.4,3.6
2026-01-19 03:40:32,14.8,81.2,running,9.2,1.3,57.8,5.3,40.9,6.2,3.1,3.1
2026-01-19 03:40:35,15.4,99.9,running,8.3,2.2,36.9,3.1,63.1,3.1,8.5,1.8
