algo,n_qubits,mode,competitor,noisy,trials,n_epochs,lret_mean_ms,lret_std_ms,lret_median_ms,lret_min_ms,comp_mean_ms,comp_std_ms,time_ratio,lret_peak_mb,comp_peak_mb,memory_ratio,accuracy_ratio,status
qgan,1,sequential,default.mixed,True,3,30,1142.9883000285674,140.23581702132267,1122.0587000716478,982.6590999728069,33.982000003258385,0.04937014141816416,33.63510976160824,0.0054613333333387954,0.0,nan,1.0,ok
qgan,1,row,default.mixed,True,3,30,1237.6874000377331,72.54951566380485,1254.4731000671163,1141.6371000232175,33.982000003258385,0.04937014141816416,36.42185274318924,0.0,0.0,nan,1.0,ok
qgan,1,column,default.mixed,True,3,30,1258.961533351491,85.37794253359472,1250.6901000160724,1158.7767000310123,33.982000003258385,0.04937014141816416,37.04789398007106,0.0,0.0,nan,1.0,ok
qgan,1,batch,default.mixed,True,3,30,1324.6946333674714,64.02604199541383,1347.5852999836206,1237.3809000710025,33.982000003258385,0.04937014141816416,38.982244518876236,0.0,0.0,nan,1.0,ok
qgan,1,hybrid,default.mixed,True,3,30,1258.4210333103936,101.23604645666846,1299.6343999402598,1119.0743000479415,33.982000003258385,0.04937014141816416,37.03198849949176,0.0,0.0,nan,1.0,ok
qgan,1,layer-parallel,default.mixed,True,3,30,1116.4908999732386,58.13126191697713,1142.4592999974266,1035.9559999778867,33.982000003258385,0.04937014141816416,32.85536165811851,0.0,0.0,nan,1.0,ok
qgan,2,sequential,default.mixed,True,3,30,1307.4835333585117,66.10410635203374,1349.789600004442,1214.1344000119716,56.378066656179726,0.1693817681726627,23.191351014786804,0.0,0.0,nan,1.0,ok
qgan,2,row,default.mixed,True,3,30,1227.2281666131069,83.27218071592857,1201.981999911368,1140.2351999422535,56.378066656179726,0.1693817681726627,21.76782992750227,0.0,0.0,nan,1.0,ok
qgan,2,column,default.mixed,True,3,30,1242.127533342379,94.19404306167674,1284.9687000270933,1111.472100019455,56.378066656179726,0.1693817681726627,22.03210587048796,0.0,0.0,nan,1.0,ok
qgan,2,batch,default.mixed,True,3,30,1335.4054333564516,87.58447584949518,1389.3000000389293,1211.8761000456288,56.378066656179726,0.1693817681726627,23.686612765570505,0.0,0.0,nan,1.0,ok
qgan,2,hybrid,default.mixed,True,3,30,1230.0522000296041,86.09124941679814,1206.9709000643343,1138.0650999490172,56.378066656179726,0.1693817681726627,21.81792092181961,0.0,0.0,nan,1.0,ok
qgan,2,layer-parallel,default.mixed,True,3,30,1276.536599926961,101.09601923865964,1242.0702999224886,1173.604599898681,56.378066656179726,0.1693817681726627,22.642433053121323,0.0,0.0,nan,1.0,ok
qgan,3,sequential,default.mixed,True,3,30,1279.1788666897144,44.00164156469188,1294.4546000799164,1219.2991999909282,80.97496663685888,0.2957680436780877,15.797213877547271,0.0,0.0,nan,1.0,ok
qgan,3,row,default.mixed,True,3,30,1305.4275000079845,40.66205675695833,1313.4964000200853,1252.0851000444964,80.97496663685888,0.2957680436780877,16.121371261099956,0.0,0.0,nan,1.0,ok
qgan,3,column,default.mixed,True,3,30,1313.7805667162563,72.06334859836329,1347.8591000894085,1213.562700082548,80.97496663685888,0.2957680436780877,16.224527422259392,0.0,0.0,nan,1.0,ok
qgan,3,batch,default.mixed,True,3,30,1321.8986000089596,47.152581541083265,1343.1272000307217,1256.538899964653,80.97496663685888,0.2957680436780877,16.324781039270555,0.0,0.0,nan,1.0,ok
qgan,3,hybrid,default.mixed,True,3,30,1267.4208999766659,65.88218162072832,1237.706399988383,1205.802800017409,80.97496663685888,0.2957680436780877,15.652008918516186,0.0,0.0,nan,1.0,ok
qgan,3,layer-parallel,default.mixed,True,3,30,1316.333800049809,76.14167514529328,1362.3145000310615,1209.0187000576407,80.97496663685888,0.2957680436780877,16.256058566261007,0.0,0.0,nan,1.0,ok
qgan,4,sequential,default.mixed,True,3,30,1392.2595666566242,131.8042249001122,1327.1517000393942,1273.5545999603346,131.19009998627007,0.274677713060163,10.612535296507385,0.0,0.0,nan,1.0,ok
qgan,4,row,default.mixed,True,3,30,1302.6803000054013,91.67937303396141,1363.858800032176,1173.0932999635115,131.19009998627007,0.274677713060163,9.929714971950899,0.0,0.0,nan,1.0,ok
qgan,4,column,default.mixed,True,3,30,1301.269566717868,45.41886887402372,1302.0472000353038,1245.2583000995219,131.19009998627007,0.274677713060163,9.918961620229382,0.0,0.0,nan,1.0,ok
qgan,4,batch,default.mixed,True,3,30,1238.5716999415308,13.891705167478879,1229.5289998874068,1227.9886999167502,131.19009998627007,0.274677713060163,9.441045475772606,0.0,0.0,nan,1.0,ok
qgan,4,hybrid,default.mixed,True,3,30,1397.1764333546162,46.397122414530976,1409.5873000333086,1335.1720999926329,131.19009998627007,0.274677713060163,10.650014242696972,0.0,0.0,nan,1.0,ok
