algo,n_qubits,mode,competitor,noisy,trials,n_epochs,lret_mean_ms,lret_std_ms,lret_median_ms,lret_min_ms,comp_mean_ms,comp_std_ms,time_ratio,lret_peak_mb,comp_peak_mb,memory_ratio,accuracy_ratio,status
number_partition,1,sequential,lightning.qubit,False,3,30,1116.8261666801602,52.309661125683334,1095.860300003551,1065.8699000196066,23.106866671393316,0.4244114523934308,48.33308568239629,0.07099733333333802,0.005461333333329321,13.000000000010408,1.0,ok
number_partition,1,row,lightning.qubit,False,3,30,1188.1064666667953,51.96474127229881,1167.1066000126302,1137.6165999972727,23.106866671393316,0.4244114523934308,51.41789596846079,0.0,0.005461333333329321,0.0,1.0,ok
number_partition,1,column,lightning.qubit,False,3,30,1317.4277000071015,16.008161935102454,1306.8210000055842,1305.410100001609,23.106866671393316,0.4244114523934308,57.01455410387159,0.0013653333333346989,0.005461333333329321,0.2500000000004337,1.0,ok
number_partition,1,batch,lightning.qubit,False,3,30,1338.4258999916103,28.864331237230385,1351.1950999964029,1298.4639999922365,23.106866671393316,0.4244114523934308,57.92329695867436,0.0013653333333346989,0.005461333333329321,0.2500000000004337,1.0,ok
number_partition,1,hybrid,lightning.qubit,False,3,30,1033.9448333349235,19.4409316728169,1042.2605999920052,1007.0920000143815,23.106866671393316,0.4244114523934308,44.74621540163056,0.004095999999994622,0.005461333333329321,0.7499999999995662,1.0,ok
number_partition,1,layer-parallel,lightning.qubit,False,3,30,1270.8271000010427,52.2159680390524,1302.1789999911562,1197.2498999966774,23.106866671393316,0.4244114523934308,54.99781160612086,0.0,0.005461333333329321,0.0,1.0,ok
number_partition,2,sequential,lightning.qubit,False,3,30,1079.3122333222225,79.66163928398963,1056.9205999781843,994.8893999971915,25.91466666975369,0.3271392902583988,41.648702145258234,0.0054613333333387954,0.0013653333333252249,4.000000000027756,1.0,ok
number_partition,2,row,lightning.qubit,False,3,30,1124.756066671883,28.379440471435963,1129.6504999918398,1087.810700002592,25.91466666975369,0.3271392902583988,43.402297278422736,0.0,0.0013653333333252249,0.0,1.0,ok
number_partition,2,column,lightning.qubit,False,3,30,1326.12253332627,78.1134462160868,1303.2917999953497,1243.9343000005465,25.91466666975369,0.3271392902583988,51.172664122053106,0.0,0.0013653333333252249,0.0,1.0,ok
number_partition,2,batch,lightning.qubit,False,3,30,1135.164566648503,112.39746490121351,1108.287199982442,1012.9271999758203,25.91466666975369,0.3271392902583988,43.80394242050625,0.0,0.0013653333333252249,0.0,1.0,ok
number_partition,2,hybrid,lightning.qubit,False,3,30,1099.8704666562844,43.53005961032619,1106.8089999898802,1043.427700002212,25.91466666975369,0.3271392902583988,42.44200709476995,0.0,0.0013653333333252249,0.0,1.0,ok
number_partition,2,layer-parallel,lightning.qubit,False,3,30,1171.471399992394,131.94738826255352,1113.337999995565,1046.9784999731928,25.91466666975369,0.3271392902583988,45.20495729006143,0.0,0.0013653333333252249,0.0,1.0,ok
number_partition,3,sequential,lightning.qubit,False,3,30,1347.3851999927622,31.087384965491548,1366.6526000015438,1303.5284999932628,29.78816667261223,0.6954120912560466,45.23222979115301,0.0,0.0,nan,1.0,ok
number_partition,3,row,lightning.qubit,False,3,30,1300.8749666623771,137.21019006829619,1306.2099999806378,1130.2235000184737,29.78816667261223,0.6954120912560466,43.670863701001934,0.0,0.0,nan,1.0,ok
number_partition,3,column,lightning.qubit,False,3,30,1075.9656333345145,32.44752356514392,1061.1879999923985,1045.7315999956336,29.78816667261223,0.6954120912560466,36.120572479667786,0.0,0.0,nan,1.0,ok
number_partition,3,batch,lightning.qubit,False,3,30,1273.7751666572876,56.71975625585119,1274.6861999912653,1203.8568999851122,29.78816667261223,0.6954120912560466,42.76111318486811,0.006826666666673494,0.0,nan,1.0,ok
number_partition,3,hybrid,lightning.qubit,False,3,30,1304.3707333272323,60.12682304142587,1275.4246999975294,1249.601799994707,29.78816667261223,0.6954120912560466,43.78821790756575,0.0,0.0,nan,1.0,ok
number_partition,3,layer-parallel,lightning.qubit,False,3,30,1339.3099333334249,102.86134631202565,1353.768900007708,1206.7253999994136,29.78816667261223,0.6954120912560466,44.96114004104892,0.0,0.0,nan,1.0,ok
number_partition,4,sequential,lightning.qubit,False,3,30,1285.4632000089623,84.98796629070948,1329.0963000035845,1166.6593000118155,31.188733322778717,0.061103864849553984,41.21562702484372,0.0,0.0,nan,1.0,ok
number_partition,4,row,lightning.qubit,False,3,30,1240.9114666709986,62.39611678846156,1279.928200005088,1152.8598000004422,31.188733322778717,0.061103864849553984,39.787171021937525,0.0,0.0,nan,1.0,ok
number_partition,4,column,lightning.qubit,False,3,30,1135.386066666494,81.16764450694433,1083.8637000124436,1072.3138999892399,31.188733322778717,0.061103864849553984,36.40372486167188,0.0,0.0,nan,1.0,ok
number_partition,4,batch,lightning.qubit,False,3,30,1115.8402666721183,80.66171943891585,1145.1088000030722,1005.7231000100728,31.188733322778717,0.061103864849553984,35.777030606663445,0.0,0.0,nan,1.0,ok
number_partition,4,hybrid,lightning.qubit,False,3,30,1208.701133330275,111.09249695155452,1209.3921000196133,1072.2969999769703,31.188733322778717,0.061103864849553984,38.75441560326207,0.0,0.0,nan,1.0,ok
number_partition,4,layer-parallel,lightning.qubit,False,3,30,1390.4681333127276,57.14197502848127,1351.9580999854952,1348.1963999802247,31.188733322778717,0.061103864849553984,44.582385533983775,0.0,0.0,nan,1.0,ok
number_partition,5,sequential,lightning.qubit,False,3,30,1334.8232000134885,194.947235061451,1325.320300005842,1100.9559000085574,33.38883333102179,0.035748117181898055,39.978132412709826,0.005461333333329321,0.0,nan,1.0,ok
number_partition,5,row,lightning.qubit,False,3,30,1050.2596333390102,35.30750274411404,1034.011100011412,1017.4948000058066,33.38883333102179,0.035748117181898055,31.45541573515259,0.0,0.0,nan,1.0,ok
number_partition,5,column,lightning.qubit,False,3,30,1113.0617666543305,24.416486304025973,1096.5025999757927,1095.1003000081982,33.38883333102179,0.035748117181898055,33.33634798255072,0.0,0.0,nan,1.0,ok
number_partition,5,batch,lightning.qubit,False,3,30,1176.122766676902,32.37010862918712,1197.117800009437,1130.3954000177328,33.38883333102179,0.035748117181898055,35.22503332226821,0.010922666666668116,0.0,nan,1.0,ok
number_partition,5,hybrid,lightning.qubit,False,3,30,1120.3323000033076,34.26012901176976,1101.2562999967486,1091.2993999954779,33.38883333102179,0.035748117181898055,33.554101423555856,0.0,0.0,nan,1.0,ok
number_partition,5,layer-parallel,lightning.qubit,False,3,30,1147.345199996683,62.6093687376352,1163.7181999976747,1063.8006000081077,33.38883333102179,0.035748117181898055,34.36314137189923,0.0,0.0,nan,1.0,ok
number_partition,6,sequential,lightning.qubit,False,3,30,1191.8254666670691,84.85616680317592,1146.896399994148,1117.9215000011027,35.83779999947486,0.34570247630053486,33.25610017033783,0.0,0.0,nan,1.0,ok
number_partition,6,row,lightning.qubit,False,3,30,1362.6900666664976,70.69133283368005,1397.026899998309,1264.2096999916248,35.83779999947486,0.34570247630053486,38.02382028713998,0.0,0.0,nan,1.0,ok
number_partition,6,column,lightning.qubit,False,3,30,1338.3309999965907,73.91433234480371,1298.0062999995425,1274.9742999731097,35.83779999947486,0.34570247630053486,37.34411710585476,0.0,0.0,nan,1.0,ok
number_partition,6,batch,lightning.qubit,False,3,30,1228.848266667531,97.2069407058761,1189.1871000116225,1134.6874999871943,35.83779999947486,0.34570247630053486,34.28916581613653,0.0,0.0,nan,1.0,ok
number_partition,6,hybrid,lightning.qubit,False,3,30,1166.001600009622,67.3102907791238,1184.9488000152633,1075.7395999971777,35.83779999947486,0.34570247630053486,32.535523944737335,0.0,0.0,nan,1.0,ok
number_partition,6,layer-parallel,lightning.qubit,False,3,30,1170.0092333194334,31.80384073301771,1169.6649999939837,1131.2308999767993,35.83779999947486,0.34570247630053486,32.647350934950744,0.0,0.0,nan,1.0,ok
number_partition,8,sequential,lightning.qubit,False,3,30,1520.529433337894,86.51827884465949,1497.745800006669,1427.811700006714,40.524633339373395,0.3542713322847007,37.52111513518767,0.0013653333333346989,0.0027306666666693977,0.5,1.0,ok
number_partition,8,row,lightning.qubit,False,3,30,1346.6760999969363,112.10795191648484,1291.2598999973852,1245.7409999915399,40.524633339373395,0.3542713322847007,33.23104958703024,0.0,0.0027306666666693977,0.0,1.0,ok
number_partition,8,column,lightning.qubit,False,3,30,1547.8124333409748,20.810722683221687,1554.685300012352,1519.5929000037722,40.524633339373395,0.3542713322847007,38.194359968141484,0.0,0.0027306666666693977,0.0,1.0,ok
number_partition,8,batch,lightning.qubit,False,3,30,1307.9665999975987,73.60782567540407,1294.5900000049733,1225.251500000013,40.524633339373395,0.3542713322847007,32.275840451017466,0.0,0.0027306666666693977,0.0,1.0,ok
number_partition,8,hybrid,lightning.qubit,False,3,30,1458.9163666629854,38.85176968536236,1475.187600008212,1405.3315999917686,40.524633339373395,0.3542713322847007,36.000729591932284,0.0,0.0027306666666693977,0.0,1.0,ok
number_partition,8,layer-parallel,lightning.qubit,False,3,30,1336.9199000007939,91.07467044165443,1380.9529000136536,1210.081099998206,40.524633339373395,0.3542713322847007,32.99030218989924,0.0,0.0027306666666693977,0.0,1.0,ok
number_partition,10,sequential,lightning.qubit,False,2,30,2644.942400016589,8.24799999827519,2644.942400016589,2636.694400018314,46.82650000904687,1.199499994982034,56.48387984379757,0.0,0.002048000000002048,0.0,1.0,ok
number_partition,10,row,lightning.qubit,False,2,30,2783.538250005222,113.08694999024738,2783.538250005222,2670.4513000149745,46.82650000904687,1.199499994982034,59.443653688988995,0.0,0.002048000000002048,0.0,1.0,ok
number_partition,10,column,lightning.qubit,False,2,30,2668.000050005503,21.858449996216223,2668.000050005503,2646.141600009287,46.82650000904687,1.199499994982034,56.976285852883436,0.0,0.002048000000002048,0.0,1.0,ok
number_partition,10,batch,lightning.qubit,False,2,30,2698.50569999835,74.00690000213217,2698.50569999835,2624.4987999962177,46.82650000904687,1.199499994982034,57.62774709783989,0.0,0.002048000000002048,0.0,1.0,ok
number_partition,10,hybrid,lightning.qubit,False,2,30,2692.940200009616,96.72359999967739,2692.940200009616,2596.2166000099387,46.82650000904687,1.199499994982034,57.508893457536665,0.0,0.002048000000002048,0.0,1.0,ok
number_partition,10,layer-parallel,lightning.qubit,False,2,30,2593.1291000015335,27.845500022522174,2593.1291000015335,2565.2835999790113,46.82650000904687,1.199499994982034,55.37738458993394,0.0,0.002048000000002048,0.0,1.0,ok
number_partition,12,sequential,lightning.qubit,False,2,30,21318.98954998178,95.61715000018012,21318.98954998178,21223.3723999816,53.24564999318682,0.4889499978162348,400.3893191783687,0.018431999999990012,0.0,nan,1.0,ok
number_partition,12,row,lightning.qubit,False,2,30,21174.128749989904,60.16985001042485,21174.128749989904,21113.95889997948,53.24564999318682,0.4889499978162348,397.668706320597,0.0,0.0,nan,1.0,ok
number_partition,12,column,lightning.qubit,False,2,30,21227.875600001425,55.29890001344029,21227.875600001425,21172.576699987985,53.24564999318682,0.4889499978162348,398.67811929646257,0.0,0.0,nan,1.0,ok
number_partition,12,batch,lightning.qubit,False,2,30,21313.67324999883,2.1760499803349376,21313.67324999883,21311.497200018493,53.24564999318682,0.4889499978162348,400.28947440262397,0.0,0.0,nan,1.0,ok
number_partition,12,hybrid,lightning.qubit,False,2,30,21171.94184998516,39.54465000424534,21171.94184998516,21132.397199980915,53.24564999318682,0.4889499978162348,397.6276344207324,0.0,0.0,nan,1.0,ok
number_partition,12,layer-parallel,lightning.qubit,False,2,30,21277.680749990395,36.72255000856239,21277.680749990395,21240.958199981833,53.24564999318682,0.4889499978162348,399.61350368927856,0.0,0.0,nan,1.0,ok
number_partition,14,sequential,lightning.qubit,False,2,30,389601.8405000068,1534.3944000051124,389601.8405000068,388067.4461000017,67.93589999142569,1.412099998560734,5734.844766157204,0.004096000000004096,0.0,nan,1.0,ok
number_partition,14,row,lightning.qubit,False,2,30,391088.00140001404,3369.819700004882,391088.00140001404,387718.18170000915,67.93589999142569,1.412099998560734,5756.720694792797,0.0,0.0,nan,1.0,ok
number_partition,14,column,lightning.qubit,False,2,30,384652.7075500053,3019.7310500079766,384652.7075500053,381632.9764999973,67.93589999142569,1.412099998560734,5661.994727361424,0.0,0.0,nan,1.0,ok
number_partition,14,batch,lightning.qubit,False,2,30,385257.91724999726,1132.7512499847217,385257.91724999726,384125.16600001254,67.93589999142569,1.412099998560734,5670.903267618761,0.0,0.0,nan,1.0,ok
number_partition,14,hybrid,lightning.qubit,False,2,30,387736.66404999676,228.01674998481758,387736.66404999676,387508.64730001194,67.93589999142569,1.412099998560734,5707.389820388538,0.0,0.0,nan,1.0,ok
number_partition,14,layer-parallel,lightning.qubit,False,2,30,384625.3533499839,3802.0804499974474,384625.3533499839,380823.2728999865,67.93589999142569,1.412099998560734,5661.5920801598,0.0,0.0,nan,1.0,ok
number_partition,16,sequential,lightning.qubit,False,1,30,7873790.769700019,0.0,7873790.769700019,7873790.769700019,124.09029999980703,0.0,63452.10519849064,0.0,1.0526720000000012,0.0,1.0,ok
number_partition,16,row,lightning.qubit,False,1,30,7914620.457200013,0.0,7914620.457200013,7914620.457200013,124.09029999980703,0.0,63781.13726223823,0.0,1.0526720000000012,0.0,1.0,ok
number_partition,16,column,lightning.qubit,False,1,30,7905571.452600008,0.0,7905571.452600008,7905571.452600008,124.09029999980703,0.0,63708.21452291035,0.0,1.0526720000000012,0.0,1.0,ok
number_partition,16,batch,lightning.qubit,False,1,30,7909827.1001999965,0.0,7909827.1001999965,7909827.1001999965,124.09029999980703,0.0,63742.50928728754,0.0,1.0526720000000012,0.0,1.0,ok
number_partition,16,hybrid,lightning.qubit,False,1,30,7931060.109800018,0.0,7931060.109800018,7931060.109800018,124.09029999980703,0.0,63913.6186294364,0.0,1.0526720000000012,0.0,1.0,ok
number_partition,16,layer-parallel,lightning.qubit,False,1,30,7839910.287100007,0.0,7839910.287100007,7839910.287100007,124.09029999980703,0.0,63179.07432822871,0.0,1.0526720000000012,0.0,1.0,ok
number_partition,18,sequential,lightning.qubit,False,1,30,7851559.798000002,0.0,7851559.798000002,7851559.798000002,384.4233999843709,0.0,20424.250444481826,0.0,4.243456000000009,0.0,1.0,ok
number_partition,18,row,lightning.qubit,False,1,30,4945503.896899987,0.0,4945503.896899987,4945503.896899987,384.4233999843709,0.0,12864.73169193408,0.0,4.243456000000009,0.0,1.0,ok
number_partition,18,column,lightning.qubit,False,1,30,1413286.8390999793,0.0,1413286.8390999793,1413286.8390999793,384.4233999843709,0.0,3676.380884091441,0.0,4.243456000000009,0.0,1.0,ok
number_partition,18,batch,lightning.qubit,False,1,30,1418181.891299988,0.0,1418181.891299988,1418181.891299988,384.4233999843709,0.0,3689.114375861733,0.0,4.243456000000009,0.0,1.0,ok
number_partition,18,hybrid,lightning.qubit,False,1,30,1418905.7668999885,0.0,1418905.7668999885,1418905.7668999885,384.4233999843709,0.0,3690.997392348321,0.0,4.243456000000009,0.0,1.0,ok
number_partition,18,layer-parallel,lightning.qubit,False,1,30,1421577.9925999814,0.0,1421577.9925999814,1421577.9925999814,384.4233999843709,0.0,3697.948648957834,0.0,4.243456000000009,0.0,1.0,ok
number_partition,20,sequential,lightning.qubit,False,1,30,1416645.6121999945,0.0,1416645.6121999945,1416645.6121999945,1260.9091000049375,0.0,1123.5112921260122,0.0,16.793599999999998,0.0,1.0,ok
number_partition,20,row,lightning.qubit,False,1,30,1433800.7469000004,0.0,1433800.7469000004,1433800.7469000004,1260.9091000049375,0.0,1137.116662013452,0.0,16.793599999999998,0.0,1.0,ok
number_partition,20,column,lightning.qubit,False,1,30,1420186.693799973,0.0,1420186.693799973,1420186.693799973,1260.9091000049375,0.0,1126.3196480970846,0.0,16.793599999999998,0.0,1.0,ok
number_partition,20,batch,lightning.qubit,False,1,30,1419790.5857999576,0.0,1419790.5857999576,1419790.5857999576,1260.9091000049375,0.0,1126.0055033264475,0.0,16.793599999999998,0.0,1.0,ok
