n_qubits,lret_backend,lret_mean_ms,lret_std_ms,cirq_mean_ms,cirq_std_ms,cirq_status,speedup,fidelity,distortion,trace_distance,prob_tvd,lret_trace,lret_purity,final_rank,rank_pct,hilbert_dim
4,numpy,79.10925000760471,7.139250003092457,54.09749999671476,0.44579999666893855,ok,0.6838328007346095,0.9993395581108794,0.02653022883673092,0.001193570065939863,0.00045139381359547356,1.0,0.9147186309642038,15.5,96.875,16
6,numpy,4570.1257000037,722.1463000023505,121.89475000923267,0.5325500023900531,ok,0.026672078190132488,0.9981817111118659,0.045400735295074386,0.0028201911346302103,0.0013244706506792322,1.0000000000000002,0.8850885266713739,30.0,46.875,64
8,cpp,2354.1655,782.3824999999999,842.1812500018859,3.8876500038895756,ok,0.3577408852529212,0.9966237614078309,0.05342140164525113,0.004628204054387176,0.0019046469373313092,1.0000000000000004,0.8427186529071395,52.5,20.5078125,256
