epoch,loss,time_seconds,elapsed_seconds,eta_seconds
1,1.117512,4190.17,4190.17,414826.70
2,1.032560,4110.17,8300.34,406716.71
3,1.009785,4129.15,12429.49,401886.96
4,0.996274,4112.96,16542.45,397018.89
5,0.993613,4111.63,20654.09,392427.74
6,0.993598,4119.89,24773.98,388125.73
7,0.993815,4113.27,28887.26,383787.85
8,0.993986,4110.31,32997.58,379472.11
9,0.994100,4105.32,37102.90,375151.52
10,0.994170,4112.65,41215.55,370939.99
11,0.994213,4108.39,45323.95,366711.99
12,0.994237,4117.46,49441.42,362570.41
13,0.994252,4114.82,53556.24,358414.83
14,0.994260,4104.41,57660.65,354201.15
15,0.994264,4132.94,61793.60,350163.71
16,0.994267,4131.57,65925.17,346107.13
17,0.994268,4132.73,70057.91,342047.44
18,0.994269,4131.78,74189.70,337975.28
19,0.994269,4132.01,78321.71,333897.83
20,0.994269,4128.24,82449.96,329799.86
21,0.994269,4139.13,86589.11,325739.97
22,0.994269,4131.61,90720.72,321646.19
23,0.994269,4138.65,94859.38,317572.70
24,0.994269,4134.15,98993.53,313479.51
25,0.994269,4130.63,103124.17,309372.50
26,0.994269,4134.45,107258.63,305274.56
27,0.994269,4138.19,111396.83,301184.02
28,0.994269,4138.77,115535.60,297091.54
29,0.994269,4128.98,119664.58,292971.91
30,0.994269,4133.58,123798.17,288862.40
31,0.994269,4431.95,128230.13,285415.45
32,0.994269,4289.03,132519.16,281603.21
33,0.994269,4147.37,136666.53,277474.47
34,0.994269,4133.00,140799.53,273316.74
35,0.994269,4145.76,144945.30,269184.13
36,0.994269,4131.75,149077.05,265025.87
37,0.994269,4132.89,153209.95,260871.00
38,0.994269,4134.78,157344.73,256720.36
39,0.994269,4134.00,161478.74,252569.32
40,0.994269,4134.96,165613.70,248420.56
41,0.994269,4136.95,169750.66,244275.35
42,0.994269,4292.09,174042.76,240344.77
43,0.994269,4158.06,178200.83,236219.71
44,0.994269,4160.15,182360.98,232095.79
45,0.994269,4159.43,186520.42,227969.40
46,0.994269,4158.43,190678.85,223840.39
47,0.994269,4155.60,194834.47,219706.95
48,0.994269,4155.02,198989.49,215571.95
49,0.994269,4153.66,203143.16,211434.72
50,0.994269,4264.01,207407.18,207407.18
51,0.994269,4140.08,211547.27,203251.30
52,0.994269,4142.08,215689.35,199097.86
53,0.994269,4158.07,219847.43,194959.04
54,0.994269,4151.19,223998.62,190813.64
55,0.994269,4145.38,228144.00,186663.27
56,0.994269,4150.34,232294.35,182516.99
57,0.994269,4160.25,236454.60,178378.03
58,0.994269,4166.28,240620.89,174242.71
59,0.994269,4168.01,244788.91,170107.55
60,0.994269,4165.88,248954.80,165969.86
61,0.994269,4166.15,253120.96,161831.43
62,0.994269,4170.09,257291.06,157694.52
63,0.994269,4167.24,261458.30,153554.88
64,0.994269,4166.29,265624.60,149413.84
65,0.994269,4166.62,269791.22,145272.19
66,0.994269,4170.70,273961.92,141131.90
67,0.994269,4167.55,278129.48,136989.15
68,0.994269,4164.49,282293.97,132844.22
69,0.994269,4167.45,286461.43,128700.06
70,0.994269,4169.85,290631.28,124556.26
71,0.994269,4167.79,294799.08,120410.89
72,0.994269,4164.01,298963.09,116263.42
73,0.994269,4164.51,303127.61,112115.69
74,0.994269,4166.75,307294.36,107968.29
75,0.994269,4168.76,311463.13,103821.04
76,0.994269,4165.72,315628.85,99672.27
77,0.994269,4163.35,319792.21,95522.35
78,0.994269,4167.96,323960.17,91373.38
79,0.994269,4169.20,328129.38,87224.26
80,0.994269,4168.35,332297.73,83074.43
81,0.994269,4167.90,336465.63,78924.04
82,0.994269,4166.54,340632.18,74772.92
83,0.994269,4170.41,344802.60,70622.22
84,0.994269,4168.53,348971.13,66470.69
85,0.994269,4170.23,353141.37,62319.06
86,0.994269,4168.65,357310.02,58166.75
87,0.994269,4168.82,361478.85,54014.08
88,0.994269,4170.00,365648.85,49861.21
89,0.994269,4171.01,369819.87,45708.07
90,0.994269,4168.50,373988.37,41554.26
91,0.994269,4166.42,378154.80,37399.92
92,0.994269,4171.95,382326.75,33245.80
93,0.994269,4170.30,386497.05,29091.18
94,0.994269,4201.90,390698.96,24938.23
95,0.994269,4171.14,394870.11,20782.64
96,0.994269,4171.88,399041.99,16626.75
97,0.994269,4174.36,403216.36,12470.61
98,0.994269,4176.42,407392.78,8314.14
99,0.994269,4175.73,411568.51,4157.26
100,0.994269,4175.43,415743.95,0.00
