epoch,loss,time_seconds,elapsed_seconds,eta_seconds
1,1.118045,1588.70,1588.70,157280.92
2,1.033010,1587.72,3176.42,155644.75
3,1.009938,1586.86,4763.28,154012.84
4,0.996443,1595.17,6358.45,152602.85
5,0.993877,1600.63,7959.09,151222.63
6,0.993878,1595.90,9554.99,149694.87
7,0.994093,1588.85,11143.85,148053.96
8,0.994262,1600.44,12744.29,146559.32
9,0.994374,1609.55,14353.84,145133.30
10,0.994443,1633.37,15987.22,143884.98
11,0.994485,1634.22,17621.45,142573.53
12,0.994510,1635.18,19256.63,141215.25
13,0.994524,1634.70,20891.33,139811.20
14,0.994531,1642.67,22534.00,138423.13
15,0.994536,1646.31,24180.31,137021.78
16,0.994538,1583.41,25763.73,135259.56
17,0.994539,1582.82,27346.54,133515.48
18,0.994540,1584.16,28930.70,131795.42
19,0.994540,1580.61,30511.32,130074.56
20,0.994541,1616.67,32127.99,128511.96
21,0.994541,1631.68,33759.67,127000.67
22,0.994541,1633.25,35392.92,125484.00
23,0.994541,1600.06,36992.98,123846.07
24,0.994541,1614.31,38607.29,122256.42
25,0.994541,1622.97,40230.27,120690.81
26,0.994540,1644.21,41874.48,119181.20
27,0.994540,1646.27,43520.74,117667.20
28,0.994540,1646.87,45167.62,116145.30
29,0.994540,1648.02,46815.64,114617.59
30,0.994540,1638.72,48454.36,113060.16
31,0.994540,1638.59,50092.95,111497.22
32,0.994540,1630.38,51723.34,109912.09
33,0.994540,1597.87,53321.21,108258.21
34,0.994540,1627.57,54948.78,106665.28
35,0.994540,1639.61,56588.40,105092.73
36,0.994540,1632.61,58221.01,103504.02
37,0.994540,1639.62,59860.63,101924.86
38,0.994540,1640.85,61501.48,100344.53
39,0.994540,1645.88,63147.36,98768.95
40,0.994540,1638.20,64785.57,97178.36
41,0.994540,1637.18,66422.75,95583.96
42,0.994540,1616.61,68039.37,93959.13
43,0.994540,1636.83,69676.20,92361.47
44,0.994540,1639.01,71315.21,90764.81
45,0.994540,1637.93,72953.14,89164.95
46,0.994540,1644.70,74597.84,87571.38
47,0.994540,1580.30,76178.14,85903.01
48,0.994540,1627.89,77806.04,84289.88
49,0.994540,1593.67,79399.71,82640.51
50,0.994540,1609.07,81008.78,81008.78
51,0.994540,1575.67,82584.45,79345.85
52,0.994540,1579.67,84164.13,77689.96
53,0.994540,1592.58,85756.71,76048.40
54,0.994540,1561.35,87318.06,74382.05
55,0.994540,1586.79,88904.85,72740.33
56,0.994540,1572.31,90477.17,71089.20
57,0.994540,1564.97,92042.13,69435.29
58,0.994540,1583.23,93625.37,67797.68
59,0.994540,1562.71,95188.08,66147.65
60,0.994540,1574.22,96762.30,64508.20
61,0.994540,1593.64,98355.95,62883.31
62,0.994540,1646.11,100002.06,61291.58
63,0.994540,1625.46,101627.52,59686.00
64,0.994540,1622.73,103250.26,58078.27
65,0.994540,1591.84,104842.10,56453.44
66,0.994540,1602.47,106444.56,54835.08
67,0.994540,1593.43,108038.00,53212.75
68,0.994540,1613.36,109651.36,51600.64
69,0.994540,1624.28,111275.64,49993.41
70,0.994540,1590.36,112866.01,48371.15
71,0.994540,1628.95,114494.96,46765.55
72,0.994540,1593.62,116088.58,45145.56
73,0.994540,1617.03,117705.62,43534.96
74,0.994540,1567.98,119273.60,41906.94
75,0.994540,1594.02,120867.62,40289.21
76,0.994540,1586.09,122453.71,38669.59
77,0.994540,1571.44,124025.15,37046.47
78,0.994540,1586.72,125611.88,35428.99
79,0.994540,1643.86,127255.75,33827.48
80,0.994540,1586.08,128841.83,32210.46
81,0.994540,1632.65,130474.49,30605.13
82,0.994540,1637.75,132112.24,29000.25
83,0.994540,1589.44,133701.69,27384.68
84,0.994540,1566.72,135268.40,25765.41
85,0.994540,1574.85,136843.26,24148.81
86,0.994540,1575.46,138418.72,22533.28
87,0.994540,1613.06,140031.78,20924.29
88,0.994540,1649.65,141681.43,19320.20
89,0.994540,1639.97,143321.41,17713.88
90,0.994540,1641.18,144962.59,16106.95
91,0.994540,1647.27,146609.86,14499.88
92,0.994540,1607.29,148217.15,12888.45
93,0.994540,1556.54,149773.70,11273.29
94,0.994540,1611.97,151385.67,9662.92
95,0.994540,1639.53,153025.20,8053.96
96,0.994540,1609.32,154634.52,6443.11
97,0.994540,1561.85,156196.37,4830.82
98,0.994540,1579.51,157775.89,3219.92
99,0.994540,1561.77,159337.66,1609.47
100,0.994540,1567.82,160905.48,0.00
