algo,epoch,lret_t0,lret_t1,comp_t0,comp_t1
metrology,0,0.9851043929914173,0.9873248118851712,0.9851043929914175,0.9873248118851712
metrology,1,0.9851043929914173,0.9873248118851712,0.9851043929914175,0.9873248118851712
metrology,2,0.9851043929914173,0.9873248118851712,0.9851043929914175,0.9873248118851712
metrology,3,0.9851043929914173,0.9873248118851712,0.9851043929914175,0.9873248118851712
metrology,4,0.9851043929914173,0.9873248118851712,0.9851043929914175,0.9873248118851712
metrology,5,0.9851043929914173,0.9873248118851712,0.9851043929914175,0.9873248118851712
metrology,6,0.9851043929914173,0.9873248118851712,0.9851043929914175,0.9873248118851712
metrology,7,0.9851043929914173,0.9873248118851712,0.9851043929914175,0.9873248118851712
metrology,8,0.9851043929914173,0.9873248118851712,0.9851043929914175,0.9873248118851712
metrology,9,0.9851043929914173,0.9873248118851712,0.9851043929914175,0.9873248118851712
